Vehicle_Type,X1,Y1,X2,Y2
truck,101.92291259765625,11.44112491607666,196.39845275878906,103.18414306640625
car,191.38760375976562,58.53028869628906,231.7852020263672,92.02210235595703
car,219.22779846191406,39.91253662109375,266.3468933105469,78.61956024169922
truck,126.535888671875,113.31478881835938,170.93365478515625,155.33209228515625
car,264.7451477050781,43.784812927246094,274.8966369628906,78.10580444335938
car,126.49600219726562,113.56539154052734,170.61402893066406,155.25486755371094
truck,11.846094131469727,0.7378041744232178,107.33812713623047,102.13072204589844
truck,221.37986755371094,0.1935981959104538,255.1094970703125,22.833696365356445
car,186.76148986816406,7.80842924118042,210.27218627929688,17.276887893676758
